DOLocationID,payment_type,congestion_surcharge,total_amount,tip_amount
172,2.0,0.0,46.54,0.0
156,1.0,0.0,97.04,0.0
23,1.0,0.0,22.3,0.0
23,1.0,0.0,99.55,0.0
156,1.0,0.0,72.04,0.0
156,1.0,0.0,97.04,0.0
115,1.0,0.0,61.54,0.0
156,1.0,0.0,20.0,2.2
156,1.0,0.0,89.04,0.0
251,1.0,0.0,21.3,0.0
115,1.0,0.0,21.3,0.0
156,1.0,0.0,96.54,0.0
115,1.0,0.0,93.04,0.0
214,1.0,0.0,57.54,8.0
156,1.0,0.0,98.04,0.0
221,2.0,0.0,50.04,0.0
118,2.0,0.0,60.8,0.0
221,2.0,0.0,48.04,0.0
156,2.0,0.0,3.3,0.0
156,1.0,0.0,98.04,0.0
172,1.0,0.0,65.05,13.01
156,1.0,0.0,99.04,0.0
23,2.0,2.75,100.91,0.0
156,1.0,0.0,97.04,0.0
156,1.0,0.0,98.04,0.0
156,1.0,0.0,82.04,0.0
156,1.0,0.0,97.04,0.0
156,1.0,0.0,94.54,0.0
118,1.0,0.0,50.04,0.0
6,1.0,0.0,56.0,9.01
156,1.0,0.0,97.04,0.0
156,1.0,0.0,97.04,0.0
156,2.0,0.0,3.8,0.0
156,1.0,0.0,98.04,0.0
206,1.0,0.0,64.85,10.81
156,1.0,0.0,96.04,0.0
115,1.0,0.0,51.9,0.0
118,1.0,0.0,24.11,0.0
206,1.0,0.0,23.57,0.0
156,1.0,0.0,90.66,0.0
206,1.0,0.0,43.45,0.0
206,1.0,0.0,36.91,0.0
251,1.0,0.0,91.19,0.0
206,1.0,0.0,80.35,0.0
115,1.0,0.0,63.28,0.0
156,1.0,0.0,78.1,0.0
187,1.0,0.0,97.64,0.0
245,1.0,0.0,34.82,0.0
214,1.0,0.0,21.64,0.0
156,1.0,0.0,23.44,0.0
156,1.0,0.0,99.05,0.0
206,1.0,0.0,53.12,0.0
118,1.0,0.0,49.76,0.0
251,1.0,0.0,43.61,0.0
23,1.0,0.0,98.67,0.0
23,1.0,0.0,41.66,0.0
187,1.0,0.0,44.69,0.0
204,1.0,0.0,100.99,0.0
206,1.0,0.0,61.44,0.0
115,1.0,0.0,34.28,0.0
156,1.0,0.0,68.59,0.0
6,1.0,0.0,22.83,0.0
156,1.0,0.0,92.79,0.0
115,1.0,0.0,45.5,0.0
187,1.0,0.0,81.68,0.0
187,1.0,0.0,52.31,0.0
156,1.0,0.0,75.81,0.0
115,1.0,0.0,46.14,0.0
204,1.0,0.0,99.0,0.0
176,1.0,0.0,70.55,11.43
23,1.0,0.0,80.77,0.0
245,1.0,0.0,21.7,0.0
23,1.0,0.0,27.08,0.0
118,1.0,0.0,23.88,0.0
245,1.0,0.0,61.21,0.0
23,1.0,0.0,86.95,0.0
115,1.0,0.0,42.41,0.0
115,1.0,0.0,41.34,0.0
115,1.0,0.0,54.96,0.0
156,1.0,0.0,97.04,0.0
156,1.0,0.0,97.54,0.0
115,1.0,0.0,71.54,0.0
204,1.0,0.0,85.36,0.0
156,1.0,0.0,97.04,0.0
156,1.0,0.0,97.79,2.75
251,2.0,0.0,86.3,0.0
156,1.0,0.0,98.79,2.75
251,1.0,0.0,96.79,2.75
251,1.0,0.0,97.79,2.75
156,1.0,0.0,97.79,2.75
156,1.0,0.0,98.29,2.75
156,1.0,0.0,97.29,2.75
156,1.0,0.0,98.79,2.75
115,1.0,0.0,30.55,2.75
156,1.0,0.0,98.79,2.75
221,2.0,2.75,99.31,0.0
