DOLocationID,payment_type,congestion_surcharge,total_amount,tip_amount
265,1.0,0.0,50.3,5.0
265,2.0,0.0,33.8,0.0
265,2.0,0.0,48.8,0.0
265,2.0,0.0,56.8,0.0
265,1.0,0.0,54.36,9.06
265,1.0,0.0,53.16,8.86
265,1.0,0.0,75.42,0.0
265,1.0,0.0,120.3,8.0
264,2.0,0.0,3.3,0.0
265,1.0,0.0,50.8,5.0
265,3.0,0.0,45.3,0.0
265,2.0,0.0,45.3,0.0
265,1.0,0.0,72.36,12.06
265,1.0,0.0,66.42,0.0
265,2.0,0.0,25.3,0.0
265,1.0,0.0,90.0,5.0
265,1.0,0.0,35.3,0.0
265,2.0,0.0,24.3,0.0
264,1.0,0.0,13.56,2.26
265,2.0,0.0,82.92,0.0
265,1.0,0.0,32.6,0.0
265,2.0,0.0,45.42,0.0
265,1.0,0.0,34.81,0.01
265,1.0,0.0,30.36,5.06
265,2.0,0.0,15.3,0.0
265,2.0,0.0,25.3,0.0
265,1.0,0.0,109.56,18.26
265,1.0,0.0,47.25,9.45
265,1.0,0.0,143.16,23.86
265,2.0,0.0,20.3,0.0
264,1.0,0.0,24.36,4.06
264,2.0,0.0,10.0,0.0
264,1.0,0.0,29.16,4.86
265,2.0,0.0,30.55,0.0
265,1.0,0.0,68.46,11.41
265,2.0,0.0,25.3,0.0
265,1.0,0.0,71.92,5.0
264,1.0,0.0,24.96,4.16
265,2.0,0.0,39.8,0.0
264,2.0,0.0,8.3,0.0
264,2.0,0.0,5.8,0.0
264,2.0,0.0,5.3,0.0
265,1.0,0.0,44.75,8.95
265,1.0,0.0,45.96,7.66
265,1.0,0.0,25.0,0.0
265,2.0,0.0,30.8,0.0
264,1.0,0.0,10.8,1.0
264,2.0,0.0,7.8,0.0
264,1.0,0.0,15.3,0.0
265,1.0,0.0,34.3,2.0
264,1.0,0.0,8.16,1.36
264,1.0,0.0,48.36,8.06
264,1.0,0.0,21.36,3.56
265,1.0,2.75,110.8,15.0
265,1.0,2.75,41.16,6.86
265,1.0,2.75,130.0,7.2
264,2.0,0.0,10.3,0.0
264,1.0,0.0,10.3,0.0
265,2.0,0.0,34.55,0.0
264,2.0,0.0,36.75,0.0
265,2.0,0.0,28.3,0.0
265,1.0,0.0,54.36,9.06
265,1.0,0.0,31.0,0.0
265,2.0,0.0,30.3,0.0
265,1.0,0.0,108.0,18.0
264,1.0,0.0,12.35,2.05
264,1.0,0.0,9.96,1.66
264,2.0,0.0,5.3,0.0
264,2.0,0.0,26.8,0.0
265,2.0,0.0,92.42,0.0
265,2.0,0.0,38.8,0.0
264,1.0,0.0,3.3,0.0
265,1.0,0.0,41.3,0.0
264,2.0,0.0,3.3,0.0
264,2.0,0.0,5.8,0.0
265,1.0,0.0,39.75,7.95
265,2.0,0.0,60.3,0.0
264,2.0,0.0,3.3,0.0
265,2.0,0.0,7.3,0.0
265,1.0,0.0,47.0,0.0
265,1.0,0.0,36.8,0.0
265,2.0,0.0,31.3,0.0
265,2.0,0.0,46.8,0.0
265,2.0,0.0,69.8,0.0
265,1.0,0.0,43.55,7.25
265,2.0,0.0,46.3,0.0
264,1.0,0.0,33.6,5.6
264,1.0,0.0,12.3,0.0
264,2.0,0.0,10.3,0.0
265,2.0,0.0,52.42,0.0
265,1.0,0.0,69.66,11.61
264,1.0,0.0,91.39,21.09
264,1.0,0.0,10.3,0.0
265,2.0,0.0,39.8,0.0
264,2.0,0.0,32.3,0.0
264,2.0,0.0,30.3,0.0
265,1.0,0.0,35.8,5.0
265,1.0,0.0,59.92,0.0
265,2.0,2.75,73.92,0.0
264,1.0,0.0,10.3,0.0
265,1.0,0.0,43.0,0.0
265,1.0,0.0,25.3,0.0
264,2.0,0.0,15.8,0.0
264,1.0,0.0,16.57,0.0
265,1.0,0.0,29.8,0.0
265,2.0,0.0,23.1,0.0
265,2.0,0.0,47.8,0.0
264,1.0,0.0,14.0,0.0
264,2.0,0.0,5.3,0.0
265,1.0,0.0,84.0,22.7
264,1.0,0.0,7.56,1.26
264,2.0,0.0,54.8,0.0
264,2.0,0.0,13.3,0.0
265,1.0,0.0,69.3,0.0
264,2.0,0.0,14.8,0.0
264,2.0,0.0,8.8,0.0
265,1.0,0.0,31.0,2.4
265,2.0,0.0,40.3,0.0
264,1.0,0.0,12.36,2.06
265,2.0,0.0,6.3,0.0
265,2.0,0.0,14.3,0.0
265,2.0,0.0,48.8,0.0
264,1.0,0.0,17.3,2.0
265,1.0,0.0,39.96,6.66
264,2.0,0.0,4.3,0.0
264,1.0,0.0,12.96,2.16
265,1.0,0.0,27.36,4.56
265,1.0,0.0,142.1,23.68
264,2.0,0.0,12.3,0.0
265,1.0,0.0,54.99,12.69
264,1.0,0.0,15.0,0.0
264,1.0,0.0,7.0,0.0
265,2.0,0.0,32.8,0.0
264,1.0,0.0,17.94,4.14
265,1.0,0.0,80.3,0.0
265,1.0,0.0,31.3,1.0
264,2.0,0.0,33.3,0.0
265,1.0,0.0,23.0,0.0
264,1.0,0.0,15.87,2.07
265,1.0,0.0,37.0,0.0
264,1.0,0.0,11.3,0.0
264,2.0,0.0,8.3,0.0
264,1.0,0.0,18.0,0.0
264,1.0,0.0,12.36,2.06
265,1.0,0.0,35.8,0.0
265,2.0,0.0,18.3,0.0
265,2.0,0.0,22.3,0.0
264,2.0,0.0,9.3,0.0
265,2.0,0.0,45.3,0.0
265,1.0,0.0,57.0,0.0
264,1.0,0.0,5.91,0.66
265,1.0,0.0,28.56,4.76
265,2.0,0.0,19.8,0.0
265,2.0,0.0,57.1,0.0
265,1.0,0.0,28.3,0.0
265,1.0,2.75,86.46,14.41
264,1.0,0.0,14.76,2.46
265,2.0,0.0,51.8,0.0
265,2.0,0.0,120.3,0.0
264,1.0,0.0,4.3,0.0
265,1.0,0.0,104.16,17.36
265,1.0,0.0,82.04,0.0
265,2.0,0.0,25.8,0.0
265,2.0,0.0,23.8,0.0
265,1.0,0.0,58.56,9.76
264,1.0,0.0,11.16,1.86
264,1.0,0.0,11.16,1.86
265,3.0,0.0,4.3,0.0
265,2.0,0.0,4.3,0.0
265,2.0,0.0,30.8,0.0
265,3.0,0.0,29.8,0.0
264,1.0,0.0,10.8,2.0
265,1.0,0.0,68.3,6.0
265,2.0,0.0,133.3,0.0
264,1.0,0.0,19.3,2.0
265,1.0,0.0,31.71,4.96
265,1.0,0.0,27.8,1.0
264,1.0,0.0,10.3,0.0
264,1.0,0.0,10.56,1.76
265,1.0,0.0,41.3,1.0
264,2.0,0.0,52.8,0.0
